Cell_ID,Cell_class_id,Cell_class_name
1410,1,Ependymal
1411,3,Neurons
1412,0,Astrocytes
1413,6,Vascular
1414,3,Neurons
1415,3,Neurons
1416,6,Vascular
1417,0,Astrocytes
1418,3,Neurons
1419,3,Neurons
1420,6,Vascular
1421,4,Oligos
1422,3,Neurons
1423,3,Neurons
1424,5,PeripheralGlia
1425,6,Vascular
1426,3,Neurons
1427,6,Vascular
1428,1,Ependymal
1429,5,PeripheralGlia
1430,6,Vascular
1431,5,PeripheralGlia
1432,5,PeripheralGlia
1433,3,Neurons
1434,5,PeripheralGlia
1435,5,PeripheralGlia
1436,3,Neurons
1437,0,Astrocytes
1438,3,Neurons
1439,3,Neurons
1440,0,Astrocytes
1441,3,Neurons
1442,3,Neurons
1443,3,Neurons
1444,3,Neurons
1445,0,Astrocytes
1446,4,Oligos
1447,1,Ependymal
1448,4,Oligos
1449,3,Neurons
1450,3,Neurons
1451,3,Neurons
1452,3,Neurons
1453,3,Neurons
1454,3,Neurons
1455,3,Neurons
1456,6,Vascular
1457,6,Vascular
1458,3,Neurons
1459,3,Neurons
1460,5,PeripheralGlia
1461,3,Neurons
1462,5,PeripheralGlia
1463,3,Neurons
1464,1,Ependymal
1465,6,Vascular
1466,0,Astrocytes
1467,3,Neurons
1468,3,Neurons
1469,3,Neurons
1470,5,PeripheralGlia
1471,3,Neurons
1472,5,PeripheralGlia
1473,3,Neurons
1474,3,Neurons
1475,3,Neurons
1476,7,ambiguous
1477,0,Astrocytes
1478,3,Neurons
1479,3,Neurons
1480,3,Neurons
1481,3,Neurons
1482,3,Neurons
1483,3,Neurons
1484,4,Oligos
1485,1,Ependymal
1486,1,Ependymal
1487,0,Astrocytes
1488,3,Neurons
1489,3,Neurons
1490,0,Astrocytes
1491,1,Ependymal
1492,4,Oligos
1493,3,Neurons
1494,3,Neurons
1495,1,Ependymal
1496,3,Neurons
1497,3,Neurons
1498,6,Vascular
1499,3,Neurons
1500,3,Neurons
1501,0,Astrocytes
1502,3,Neurons
1503,3,Neurons
1504,4,Oligos
1505,3,Neurons
1506,5,PeripheralGlia
1507,2,Immune
1508,3,Neurons
1509,3,Neurons
1510,3,Neurons
1511,7,ambiguous
1512,3,Neurons
1513,5,PeripheralGlia
1514,6,Vascular
1515,3,Neurons
1516,3,Neurons
1517,1,Ependymal
1518,2,Immune
1519,3,Neurons
1520,1,Ependymal
1521,3,Neurons
1522,6,Vascular
1523,0,Astrocytes
1524,3,Neurons
1525,1,Ependymal
1526,0,Astrocytes
1527,0,Astrocytes
1528,4,Oligos
1529,3,Neurons
1530,0,Astrocytes
1531,3,Neurons
1532,3,Neurons
1533,5,PeripheralGlia
1534,4,Oligos
1535,3,Neurons
1536,0,Astrocytes
1537,3,Neurons
1538,3,Neurons
1539,3,Neurons
1540,1,Ependymal
1541,4,Oligos
1542,3,Neurons
1543,5,PeripheralGlia
1544,3,Neurons
1545,0,Astrocytes
1546,3,Neurons
1547,5,PeripheralGlia
1548,4,Oligos
1549,0,Astrocytes
1550,7,ambiguous
1551,3,Neurons
1552,0,Astrocytes
1553,6,Vascular
1554,4,Oligos
1555,6,Vascular
1556,6,Vascular
1557,3,Neurons
1558,3,Neurons
1559,3,Neurons
1560,3,Neurons
1561,4,Oligos
1562,3,Neurons
1563,6,Vascular
1564,1,Ependymal
1565,3,Neurons
1566,3,Neurons
1567,3,Neurons
1568,3,Neurons
1569,1,Ependymal
1570,3,Neurons
1571,3,Neurons
1572,3,Neurons
1573,3,Neurons
1574,3,Neurons
1575,3,Neurons
1576,3,Neurons
1577,1,Ependymal
1578,4,Oligos
1579,1,Ependymal
1580,3,Neurons
1581,3,Neurons
1582,3,Neurons
1583,3,Neurons
1584,6,Vascular
1585,3,Neurons
1586,3,Neurons
1587,6,Vascular
1588,5,PeripheralGlia
1589,1,Ependymal
1590,4,Oligos
1591,3,Neurons
1592,1,Ependymal
1593,6,Vascular
1594,5,PeripheralGlia
1595,3,Neurons
1596,6,Vascular
1597,3,Neurons
1598,2,Immune
1599,3,Neurons
1600,4,Oligos
1601,6,Vascular
1602,0,Astrocytes
1603,3,Neurons
1604,0,Astrocytes
1605,3,Neurons
1606,6,Vascular
1607,6,Vascular
1608,2,Immune
1609,5,PeripheralGlia
1610,3,Neurons
1611,0,Astrocytes
1612,3,Neurons
1613,3,Neurons
1614,3,Neurons
1615,0,Astrocytes
1616,3,Neurons
1617,3,Neurons
1618,3,Neurons
1619,1,Ependymal
1620,3,Neurons
1621,5,PeripheralGlia
1622,3,Neurons
1623,1,Ependymal
1624,3,Neurons
1625,3,Neurons
1626,3,Neurons
1627,4,Oligos
1628,0,Astrocytes
1629,4,Oligos
1630,0,Astrocytes
1631,3,Neurons
1632,6,Vascular
1633,3,Neurons
1634,4,Oligos
1635,3,Neurons
1636,3,Neurons
1637,3,Neurons
1638,3,Neurons
1639,1,Ependymal
1640,0,Astrocytes
1641,3,Neurons
1642,3,Neurons
1643,3,Neurons
1644,0,Astrocytes
1645,5,PeripheralGlia
1646,3,Neurons
1647,1,Ependymal
1648,6,Vascular
1649,3,Neurons
1650,0,Astrocytes
1651,4,Oligos
1652,3,Neurons
1653,3,Neurons
1654,6,Vascular
1655,3,Neurons
1656,2,Immune
1657,4,Oligos
1658,3,Neurons
1659,5,PeripheralGlia
1660,5,PeripheralGlia
1661,3,Neurons
1662,6,Vascular
1663,3,Neurons
1664,1,Ependymal
1665,3,Neurons
1666,3,Neurons
1667,3,Neurons
1668,3,Neurons
1669,3,Neurons
1670,0,Astrocytes
1671,0,Astrocytes
1672,3,Neurons
1673,5,PeripheralGlia
1674,3,Neurons
1675,5,PeripheralGlia
1676,3,Neurons
1677,0,Astrocytes
1678,3,Neurons
1679,4,Oligos
1680,2,Immune
1681,1,Ependymal
1682,3,Neurons
1683,3,Neurons
1684,3,Neurons
1685,3,Neurons
1686,0,Astrocytes
1687,1,Ependymal
1688,3,Neurons
1689,3,Neurons
1690,0,Astrocytes
1691,3,Neurons
1692,3,Neurons
1693,3,Neurons
1694,3,Neurons
1695,5,PeripheralGlia
1696,6,Vascular
1697,0,Astrocytes
1698,3,Neurons
1699,4,Oligos
1700,1,Ependymal
1701,0,Astrocytes
1702,6,Vascular
1703,4,Oligos
1704,3,Neurons
1705,4,Oligos
1706,2,Immune
1707,0,Astrocytes
1708,3,Neurons
1709,3,Neurons
1710,1,Ependymal
1711,2,Immune
1712,3,Neurons
1713,5,PeripheralGlia
1714,5,PeripheralGlia
1715,4,Oligos
1716,3,Neurons
1717,5,PeripheralGlia
1718,3,Neurons
1719,6,Vascular
1720,3,Neurons
1721,4,Oligos
1722,3,Neurons
1723,0,Astrocytes
1724,3,Neurons
1725,5,PeripheralGlia
1726,3,Neurons
1727,6,Vascular
1728,3,Neurons
1729,1,Ependymal
1730,3,Neurons
1731,6,Vascular
1732,3,Neurons
1733,3,Neurons
1734,3,Neurons
1735,3,Neurons
1736,4,Oligos
1737,3,Neurons
1738,3,Neurons
1739,3,Neurons
1740,6,Vascular
1741,1,Ependymal
1742,1,Ependymal
1743,0,Astrocytes
1744,0,Astrocytes
1745,3,Neurons
1746,4,Oligos
1747,4,Oligos
1748,3,Neurons
1749,0,Astrocytes
1750,3,Neurons
1751,3,Neurons
1752,3,Neurons
1753,3,Neurons
1754,3,Neurons
1755,3,Neurons
1756,3,Neurons
1757,3,Neurons
1758,1,Ependymal
1759,3,Neurons
1760,3,Neurons
1761,3,Neurons
1762,3,Neurons
1763,0,Astrocytes
1764,3,Neurons
1765,6,Vascular
1766,6,Vascular
1767,6,Vascular
1768,3,Neurons
1769,3,Neurons
1770,1,Ependymal
1771,5,PeripheralGlia
1772,1,Ependymal
1773,3,Neurons
1774,3,Neurons
1775,3,Neurons
1776,3,Neurons
1777,3,Neurons
1778,6,Vascular
1779,0,Astrocytes
1780,2,Immune
1781,3,Neurons
1782,6,Vascular
1783,1,Ependymal
1784,2,Immune
1785,1,Ependymal
1786,3,Neurons
1787,3,Neurons
1788,4,Oligos
1789,3,Neurons
1790,3,Neurons
1791,3,Neurons
1792,0,Astrocytes
1793,0,Astrocytes
1794,3,Neurons
1795,3,Neurons
1796,3,Neurons
1797,3,Neurons
1798,3,Neurons
1799,0,Astrocytes
1800,3,Neurons
1801,3,Neurons
1802,5,PeripheralGlia
1803,3,Neurons
1804,0,Astrocytes
1805,4,Oligos
1806,0,Astrocytes
1807,0,Astrocytes
1808,6,Vascular
1809,3,Neurons
1810,6,Vascular
1811,4,Oligos
1812,3,Neurons
1813,1,Ependymal
1814,3,Neurons
1815,0,Astrocytes
1816,3,Neurons
1817,5,PeripheralGlia
1818,4,Oligos
1819,5,PeripheralGlia
1820,3,Neurons
1821,3,Neurons
1822,2,Immune
1823,6,Vascular
1824,3,Neurons
1825,3,Neurons
1826,6,Vascular
1827,6,Vascular
1828,3,Neurons
1829,3,Neurons
1830,3,Neurons
1831,3,Neurons
1832,3,Neurons
1833,3,Neurons
1834,4,Oligos
1835,3,Neurons
1836,0,Astrocytes
1837,3,Neurons
1838,5,PeripheralGlia
1839,4,Oligos
1840,3,Neurons
1841,3,Neurons
1842,1,Ependymal
1843,0,Astrocytes
1844,0,Astrocytes
1845,3,Neurons
1846,3,Neurons
1847,0,Astrocytes
1848,6,Vascular
1849,3,Neurons
1850,3,Neurons
1851,4,Oligos
1852,2,Immune
1853,3,Neurons
1854,4,Oligos
1855,3,Neurons
1856,3,Neurons
1857,3,Neurons
1858,2,Immune
1859,1,Ependymal
1860,3,Neurons
1861,3,Neurons
1862,0,Astrocytes
1863,3,Neurons
1864,0,Astrocytes
1865,0,Astrocytes
1866,0,Astrocytes
1867,0,Astrocytes
1868,5,PeripheralGlia
1869,3,Neurons
1870,3,Neurons
1871,3,Neurons
1872,3,Neurons
1873,4,Oligos
1874,5,PeripheralGlia
1875,1,Ependymal
1876,3,Neurons
1877,5,PeripheralGlia
1878,3,Neurons
1879,0,Astrocytes
1880,3,Neurons
1881,3,Neurons
1882,1,Ependymal
1883,3,Neurons
1884,4,Oligos
1885,3,Neurons
1886,5,PeripheralGlia
1887,3,Neurons
1888,3,Neurons
1889,3,Neurons
1890,3,Neurons
1891,3,Neurons
1892,0,Astrocytes
1893,1,Ependymal
1894,3,Neurons
1895,3,Neurons
1896,3,Neurons
1897,0,Astrocytes
1898,0,Astrocytes
1899,3,Neurons
1900,7,ambiguous
1901,3,Neurons
1902,1,Ependymal
1903,1,Ependymal
1904,1,Ependymal
1905,3,Neurons
1906,3,Neurons
1907,3,Neurons
1908,4,Oligos
1909,3,Neurons
1910,0,Astrocytes
1911,3,Neurons
1912,3,Neurons
1913,5,PeripheralGlia
1914,4,Oligos
1915,3,Neurons
1916,3,Neurons
1917,3,Neurons
1918,3,Neurons
1919,0,Astrocytes
1920,6,Vascular
1921,3,Neurons
1922,6,Vascular
1923,3,Neurons
1924,0,Astrocytes
1925,0,Astrocytes
1926,3,Neurons
1927,6,Vascular
1928,6,Vascular
1929,6,Vascular
1930,4,Oligos
1931,4,Oligos
1932,0,Astrocytes
1933,4,Oligos
1934,4,Oligos
1935,0,Astrocytes
1936,3,Neurons
1937,6,Vascular
1938,3,Neurons
1939,1,Ependymal
1940,3,Neurons
1941,5,PeripheralGlia
1942,3,Neurons
1943,5,PeripheralGlia
1944,3,Neurons
1945,3,Neurons
1946,3,Neurons
1947,5,PeripheralGlia
1948,3,Neurons
1949,0,Astrocytes
1950,5,PeripheralGlia
1951,6,Vascular
1952,3,Neurons
1953,3,Neurons
1954,3,Neurons
1955,1,Ependymal
1956,3,Neurons
1957,4,Oligos
1958,3,Neurons
1959,3,Neurons
1960,3,Neurons
1961,3,Neurons
1962,3,Neurons
1963,6,Vascular
1964,0,Astrocytes
1965,4,Oligos
1966,3,Neurons
1967,3,Neurons
1968,3,Neurons
1969,3,Neurons
1970,1,Ependymal
1971,0,Astrocytes
1972,3,Neurons
1973,0,Astrocytes
1974,5,PeripheralGlia
1975,5,PeripheralGlia
1976,3,Neurons
1977,3,Neurons
1978,3,Neurons
1979,2,Immune
1980,3,Neurons
